image_index,asin,listing_url,title,product_form,material,pack_count,main_image_url,image_file,visual_product_form,visual_material_signal,visual_pack_count,visual_closure,visual_style,visual_notes
,B0FXG8J58Q,https://www.amazon.com/dp/B0FXG8J58Q,TOOLEAGUE 3Pcs Magnetic Tool Mat with 25Lb Telescoping Magnetic Pickup Pen,flexible magnetic tool mat set,PVC leather + embedded magnets,3,,,flexible magnetic tool mat set,PVC leather + embedded magnets,3,none,workshop utility,
,B07BC6T5XR,https://www.amazon.com/dp/B07BC6T5XR,HORUSDY Magnetic Tray | 3-Piece | Round Magnetic Parts Tray | 3 Inch 4 Inch 6 Inch Magnetic Tray for Mechanic‘s | Stainless Steel,rigid magnetic parts tray,mixed,1,,,rigid magnetic parts tray,mixed,1,none,workshop utility,
,B01HRCU3SW,https://www.amazon.com/dp/B01HRCU3SW,"RAK Magnetic Wristband for Tools - Premium Tool Belt for Holding Screws Nails with Powerful Magnets, Birthday Gifts for Men, Cool Gadgets Stuff Gifts for Dad, Husband, Grandpa, Handyman, Him",magnetic wristband,mixed,1,,,magnetic wristband,mixed,1,none,workshop utility,
,B0DHWMD745,https://www.amazon.com/dp/B0DHWMD745,"WORKPRO Magnetic Screwdriver and Wrench Organizer Set, 36-Slot Tool Holders | 3-Pack Aluminum Rails, Magnetic Force, Flexible High-Tension Tool Clips, For Tool Box Drawer & Wall-Mount Storage",magnetic tool holder/organizer,mixed,3,,,magnetic tool holder/organizer,mixed,3,none,workshop utility,
,B073RFKHD6,https://www.amazon.com/dp/B073RFKHD6,Kaisi S160 Soldering Mat Insulation Silicone Magnetic Repair Work Mat,electronics repair magnetic mat,mixed,1,,,electronics repair magnetic mat,mixed,1,none,workshop utility,
,B09YV4Z91B,https://www.amazon.com/dp/B09YV4Z91B,"PAFOWO Silicone Soldering Mat for Electronic Repair, 17.7 X 11.8 in",electronics repair magnetic mat,mixed,1,,,electronics repair magnetic mat,mixed,1,none,workshop utility,
,B0C2C28CVL,https://www.amazon.com/dp/B0C2C28CVL,"Telescoping Magnetic Pickup Tool Set, Inspection Mirror Telescoping, LED Flashlight, Cool Gadgets for Men, Stocking Stuffers, Gifts for Dad, Husband, Kids, Boyfriend, Magnet Stick(Red)",magnetic pickup tool,mixed,1,,,magnetic pickup tool,mixed,1,none,workshop utility,
,B0FR7PFBK8,https://www.amazon.com/dp/B0FR7PFBK8,"STREBITO Soldering Mat Large, Solder Mat 932°F Heat Resistant 21.7'x15.8’’",electronics repair magnetic mat,mixed,1,,,electronics repair magnetic mat,mixed,1,none,workshop utility,
,B0D8T21VSN,https://www.amazon.com/dp/B0D8T21VSN,"Premium Heat Resistant 932°F Magnetic Soldering Mat, 17.3’’ x 11.8’’ Electronics Repair Work Mat for Soldering, Electronics Computer Cellphone Repair, BGA Soldering Gun Iron Workbench Protection",electronics repair magnetic mat,mixed,1,,,electronics repair magnetic mat,mixed,1,none,workshop utility,
,B00061SL0Y,https://www.amazon.com/dp/B00061SL0Y,"GRIP 6' Stainless Steel Magnetic Parts Tray - Secure Nuts, Bolts, Screws, Sockets, Fasteners, Tools - Solid Steel - Garage, Workshop, Office, Tool Shed",rigid magnetic parts tray,mixed,1,,,rigid magnetic parts tray,mixed,1,none,workshop utility,
