review_target_asin,asin,listing_url,rating,review_title,review_text,review_date,pain_point_tags,review_link,verified_purchase,asin_property,helpful
B0FN8HSZHC,B0FN8HSZHC,https://www.amazon.com/dp/B0FN8HSZHC,5.0,Tubs on wheels,Very convenient and easy to pull. Love mine for craft fairs,20260405,,https://www.amazon.com/gp/customer-reviews/RU3KC7YHHRYOP,False,,0
B0FN8HSZHC,B0FN8HSZHC,https://www.amazon.com/dp/B0FN8HSZHC,5.0,Great price,Great price used them for a toy box,20260322,value_or_quantity,https://www.amazon.com/gp/customer-reviews/R17BTY8C5XESVE,False,,0
B0FN8HSZHC,B0FN8HSZHC,https://www.amazon.com/dp/B0FN8HSZHC,5.0,CNEIESD 3 COUNT,I like it. It‘s big,20260117,,https://www.amazon.com/gp/customer-reviews/R2NCGO0PH9JB1I,True,,0
B0FN8HSZHC,B0FN8HSZHC,https://www.amazon.com/dp/B0FN8HSZHC,1.0,Very Brittle Product,"These bins are VERY brittle and cheaply made. Good luck of you choose to buy these. Three of the four was delivered broken. When we tried to do a return, they were breaking while trying to get them to the counter.",20260102,durability,https://www.amazon.com/gp/customer-reviews/R2FS5CMRIA7YGV,True,,0
B0FDWLX8QP,B0FDWLX8QP,https://www.amazon.com/dp/B0FDWLX8QP,5.0,I definitely recommend!,"Larger than I expected extremely durable. I’m very impressed price a little steep, but I’ll say it’s worth it. I was able to fit A LOT of stuff in the bags, very sturdy good quality! If you’re looking to organize and be able to carry things with the handles, I recommend this product",20260510,size_fit; durability; value_or_quantity,https://www.amazon.com/gp/customer-reviews/R1D3NF94JCGYVX,False,"[{""name"":""Color"",""detail"":""Clear""},{""name"":""Size"",""detail"":""8 Pack""}]",0
B0FDWLX8QP,B0FDWLX8QP,https://www.amazon.com/dp/B0FDWLX8QP,5.0,Decent sized/priced storage bags with sturdy handles,"While I was drawn to the color options for these bags, I felt the clear would provide visibility to more easily see what‘s inside. Please note that “clear"" isn’t completely clear - they are somewhat opaque but if they’re not stored far away, such as a high shelf, you can tell what’s in them. There’s a clear pouch on one side where a label can be inserted to clarify the contents. I chose these bags as the handles surround the bottom as well to provide more support and avoid a tear event should they hold heavy items. The bag itself is fairly sturdy but so far have only used it for overflow of Christmas decorations and longer stem/pick type decor that wouldn’t fit in a traditional Christmas ornament storage container. The 8 pack was a good number to try and at a decent price. These are not stabilized by a metal frame, so stacking could be an issue depending on what is stored/transported (if using for moving, for example). All in all, a good purchase.",20260509,size_fit; durability; value_or_quantity,https://www.amazon.com/gp/customer-reviews/R249V161UOKDZU,False,"[{""name"":""Color"",""detail"":""Clear""},{""name"":""Size"",""detail"":""8 Pack""}]",0
B0FDWLX8QP,B0FDWLX8QP,https://www.amazon.com/dp/B0FDWLX8QP,5.0,Fabulous purchase,"These are absolutely fabulous. I purchased them because I’m moving and they hold ALOT, straps are very strong and I just ordered 2 more because they are much easier to store and move things compared to boxes. I highly recommend !",20260506,,https://www.amazon.com/gp/customer-reviews/R1WIUN9HANTEYE,True,"[{""name"":""Color"",""detail"":""Clear""},{""name"":""Size"",""detail"":""8 Pack""}]",0
B0FDWLX8QP,B0FDWLX8QP,https://www.amazon.com/dp/B0FDWLX8QP,5.0,Great quality!,This 8 pack of extra large heavy duty moving bags are excellent! I used them for my king size comforters and blankets.,20260506,size_fit; value_or_quantity,https://www.amazon.com/gp/customer-reviews/R1N2MRFXGBXKNP,True,"[{""name"":""Color"",""detail"":""Clear""},{""name"":""Size"",""detail"":""8 Pack""}]",0
B0FDWLX8QP,B0FDWLX8QP,https://www.amazon.com/dp/B0FDWLX8QP,5.0,I purchased these for moving and they are working out great!,"I wanted something lightweight and inexpensive to pack my clothes in for moving and I decided to give these a try.  They‘re working out great so far, they hold a lot!  I haven‘t moved yet to see how they hold up but the black handle straps run all the way around to the underside so they should be sturdy enough when I do move.  I plan to purchase more.",20260504,value_or_quantity,https://www.amazon.com/gp/customer-reviews/R11UJQWIDRXUCB,True,"[{""name"":""Color"",""detail"":""Clear""},{""name"":""Size"",""detail"":""8 Pack""}]",0
B0FDWLX8QP,B0FDWLX8QP,https://www.amazon.com/dp/B0FDWLX8QP,5.0,Awesome and great product.  High quality material.,These bags are a must have for moving or just storing things. The straps did not break and the zippers did not break either.  A few year ago I moved and brought same similar looking bags. They were garbage.  Zippers broke. Straps broke while I was packing them. Not these baby‘s.  I used them to move my things and now using them to store things as well. No straps are broken. No zippers got stuck or came undid. High quality great material andcwell put together.  Only ones I will ever buy should I ever need too.  Awesome and great product.,20260504,durability; value_or_quantity,https://www.amazon.com/gp/customer-reviews/R26AJ0E2CK04MY,True,"[{""name"":""Color"",""detail"":""Clear""},{""name"":""Size"",""detail"":""8 Pack""}]",0
B0FDWLX8QP,B0FDWLX8QP,https://www.amazon.com/dp/B0FDWLX8QP,5.0,Great quality,Great quality and fits alot of items,20260504,size_fit,https://www.amazon.com/gp/customer-reviews/R3II6UCZNZUC8K,True,"[{""name"":""Color"",""detail"":""Clear""},{""name"":""Size"",""detail"":""8 Pack""}]",0
B0FDWLX8QP,B0FDWLTSLF,https://www.amazon.com/dp/B0FDWLTSLF,4.0,Awesome bags that made things easier,These were extremely helpful and easier to carry than the boxes. They dont stack as neatly as boxes because they are soft sided but so much easier to carry. They were very sturdy. Not one bag broke or tore through the whole process. We used a mix of boxes and bags. Boxes for the breakable stuff because these are just like a stick canvas like material so not much protection.,20260503,,https://www.amazon.com/gp/customer-reviews/R2U0HBQV0HIH8K,False,"[{""name"":""Color"",""detail"":""Black""},{""name"":""Size"",""detail"":""16 Pack""}]",0
B0FDWLX8QP,B0FDWKZNLV,https://www.amazon.com/dp/B0FDWKZNLV,5.0,Great product,Sturdy material for moving,20260503,,https://www.amazon.com/gp/customer-reviews/RQBGJX8MXBJIT,True,"[{""name"":""Color"",""detail"":""Blue""},{""name"":""Size"",""detail"":""8 Pack""}]",0
B0FDWLX8QP,B0FDWLX8QP,https://www.amazon.com/dp/B0FDWLX8QP,5.0,Organization,This product hold a lot is sturdy and is great for organizing anything,20260503,,https://www.amazon.com/gp/customer-reviews/R8XC5FW5ZYSL3,True,"[{""name"":""Color"",""detail"":""Clear""},{""name"":""Size"",""detail"":""8 Pack""}]",0
B0FDWLX8QP,B0FDWM1S9K,https://www.amazon.com/dp/B0FDWM1S9K,5.0,"GOOD MOVING BAGS, WITH GOOD PRICE , STURDY, NOT SMELLY",GOOD PRODUCT . VERY STURDY. NOT SMELLY LIKE SOME MOVING BAGS. I LIKE THE HADLES TOO. IT WRAPS AROUND THE BOTTOM SO VERY SECURE. WILL RECOMMEND TO MY FAMILY AND FRIENDS,20260503,smell_or_wax,https://www.amazon.com/gp/customer-reviews/R3I02WM28CYF2K,False,"[{""name"":""Color"",""detail"":""Clear""},{""name"":""Size"",""detail"":""16 Pack""}]",0
B0FDWLX8QP,B0FDWM1S9K,https://www.amazon.com/dp/B0FDWM1S9K,5.0,Great Product I love these bags,These moving bags are a nice size and have handles making them easy to carry. They are durable and don‘t require the use of packing tape as they zip shut and they can be folded and require little space to be stored and can be used repeatedly. These bags beat traditional boxes by leaps and bounds.,20260503,size_fit; durability; value_or_quantity,https://www.amazon.com/gp/customer-reviews/R2OI7LB41IL32B,True,"[{""name"":""Color"",""detail"":""Clear""},{""name"":""Size"",""detail"":""16 Pack""}]",0
