review_target_asin,asin,listing_url,rating,review_title,review_text,review_date,pain_point_tags,review_link,verified_purchase,asin_property,helpful
B0CV7H2DLQ,B0CDZJ3B92,https://www.amazon.com/dp/B0CDZJ3B92,5.0,Cute pod canister,Very pretty on my counter next to the nesspresso machine. Holds my capsules.,20260209,,https://www.amazon.com/gp/customer-reviews/R2DH538HTTQ8II,False,"[{""name"":""Color"",""detail"":""Courtly Check""},{""name"":""Size"",""detail"":""Small""}]",0
B0CV7H2DLQ,B0CDZJ3B92,https://www.amazon.com/dp/B0CDZJ3B92,5.0,Cookies,Great cookie jar,20260127,,https://www.amazon.com/gp/customer-reviews/R3A60X2DRK8882,False,"[{""name"":""Color"",""detail"":""Courtly Check""},{""name"":""Size"",""detail"":""Small""}]",0
B0CV7H2DLQ,B0CQNQ4J2D,https://www.amazon.com/dp/B0CQNQ4J2D,4.0,"Poor 1st impression, jar is nice","The product itself was great as far as I’m concern, i didn’t inspect it but seems to be as offered. I’m giving 4 stars though because this is such a high costing brand, paying a good price for a simple product for the desire of the art, yet it came in a basic cardboard box and and basic packaging inserts? I know in a store it would not be shown that way. Feels like very cheap presentation and kind of embarrassing that I gifted it in that packaging…",20260101,value_or_quantity,https://www.amazon.com/gp/customer-reviews/R1SJU8UHKI5QHZ,False,"[{""name"":""Color"",""detail"":""Flower Market White""},{""name"":""Size"",""detail"":""Small""}]",2
B0CV7H2DLQ,B0BZBJCRCR,https://www.amazon.com/dp/B0BZBJCRCR,5.0,Exactly as pictured,Exactly as pictured. My granddaughter will love it!,20251222,,https://www.amazon.com/gp/customer-reviews/R2PA20PSZNOUR0,False,"[{""name"":""Color"",""detail"":""Clear""},{""name"":""Size"",""detail"":""Small""}]",0
B0CV7H2DLQ,B0CQNQ4J2D,https://www.amazon.com/dp/B0CQNQ4J2D,5.0,Good quality,What I expected,20251122,,https://www.amazon.com/gp/customer-reviews/R1V66Z6R3W1L03,False,"[{""name"":""Color"",""detail"":""Flower Market White""},{""name"":""Size"",""detail"":""Small""}]",0
B0CV7H2DLQ,B0CV7H2DLQ,https://www.amazon.com/dp/B0CV7H2DLQ,5.0,Beautiful Mackenzie Childs,BeautifulPerfect size for kitchen counter,20251015,size_fit,https://www.amazon.com/gp/customer-reviews/R3SYRZGKSMY5AI,True,"[{""name"":""Pattern Name"",""detail"":""Rosy Check""}]",0
B0CV7H2DLQ,B0CDZJ3B92,https://www.amazon.com/dp/B0CDZJ3B92,5.0,Sweets jar McK,Nice wuality. Good size for cookies or candy,20250917,size_fit,https://www.amazon.com/gp/customer-reviews/R2KRR1G7CDCCG4,True,"[{""name"":""Pattern Name"",""detail"":""Courtly Check""}]",0
B0CV7H2DLQ,B0CV7H2DLQ,https://www.amazon.com/dp/B0CV7H2DLQ,5.0,Classy Kitchen Storage Container,Bought this for my granddaughters ‘Bridgerton‘ themed bridal shower. We put hersey‘s kisses in it and let our guests take a guess of how many it contained. My granddaughter loved it and can use it in her future home.,20250815,,https://www.amazon.com/gp/customer-reviews/R47AZP8ENZPM9,True,"[{""name"":""Pattern Name"",""detail"":""Rosy Check""}]",0
B0CV7H2DLQ,B0BZBJCRCR,https://www.amazon.com/dp/B0BZBJCRCR,5.0,Perfection,Love this!  I use it for my tea bags.,20250809,,https://www.amazon.com/gp/customer-reviews/RJIQUCBJPTC60,True,"[{""name"":""Pattern Name"",""detail"":""Sterling Check""}]",0
B0CV7H2DLQ,B0CDZJ3B92,https://www.amazon.com/dp/B0CDZJ3B92,4.0,Bonita,"Lo único que no me gusta es que la tapa no cierra herméticamente, pero es bonita",20250804,,https://www.amazon.com/gp/customer-reviews/R2UYBM3XMP34L0,True,"[{""name"":""Pattern Name"",""detail"":""Courtly Check""}]",0
