category_id,name,path,depth,is_leaf,selection_score,rotation_bucket,previous_last_scanned_at,previous_scan_count,products_examined,candidate_count,scan_completed_at,scan_status,scan_error
16188247011,Utensil Crocks,Home & Kitchen > Kitchen & Dining > Storage & Organization > Flatware & Utensil Storage > Utensil Crocks,4,True,49,never_scanned,,0,100,2,2026-08-17T09:44:05,success,
23573463011,Utensil Hooks,Home & Kitchen > Kitchen & Dining > Storage & Organization > Flatware & Utensil Storage > Utensil Hooks,4,True,49,never_scanned,,0,100,0,2026-08-17T09:44:06,success,
16188248011,Utensil Racks,Home & Kitchen > Kitchen & Dining > Storage & Organization > Flatware & Utensil Storage > Utensil Racks,4,True,49,never_scanned,,0,100,0,2026-08-17T09:44:08,success,
13880451,Bread Boxes,Home & Kitchen > Kitchen & Dining > Storage & Organization > Food Storage > Bread Boxes,4,True,49,never_scanned,,0,100,10,2026-08-17T09:44:10,success,
5264732011,Cake Carriers,Home & Kitchen > Kitchen & Dining > Storage & Organization > Food Storage > Cake Carriers,4,True,49,never_scanned,,0,100,24,2026-08-17T09:44:12,success,
13880461,Cookie Jars,Home & Kitchen > Kitchen & Dining > Storage & Organization > Food Storage > Cookie Jars,4,True,49,never_scanned,,0,100,9,2026-08-17T09:44:14,success,
10049077011,Cupcake Carriers,Home & Kitchen > Kitchen & Dining > Storage & Organization > Food Storage > Cupcake Carriers,4,True,49,never_scanned,,0,100,39,2026-08-17T09:44:15,success,
3744131,Food Dispensers,Home & Kitchen > Kitchen & Dining > Storage & Organization > Food Storage > Food Dispensers,4,True,49,never_scanned,,0,100,29,2026-08-17T09:44:18,success,
9833720011,Food Jars & Canisters,Home & Kitchen > Kitchen & Dining > Storage & Organization > Food Storage > Food Jars & Canisters,4,True,49,never_scanned,,0,100,16,2026-08-17T09:44:20,success,
695504011,Hanging Baskets,Home & Kitchen > Kitchen & Dining > Storage & Organization > Food Storage > Hanging Baskets,4,True,49,never_scanned,,0,100,12,2026-08-17T09:44:22,success,
5298291011,Scoops,Home & Kitchen > Kitchen & Dining > Storage & Organization > Food Storage > Scoops,4,True,49,never_scanned,,0,100,0,2026-08-17T09:44:24,success,
13750011,Stacking Can Dispensers,Home & Kitchen > Kitchen & Dining > Storage & Organization > Food Storage > Stacking Can Dispensers,4,True,49,never_scanned,,0,100,30,2026-08-17T09:44:26,success,
5298288011,Syrup & Honey Dispensers,Home & Kitchen > Kitchen & Dining > Storage & Organization > Food Storage > Syrup & Honey Dispensers,4,True,49,never_scanned,,0,100,3,2026-08-17T09:44:28,success,
695483011,Dish Racks,Home & Kitchen > Kitchen & Dining > Storage & Organization > Racks & Holders > Dish Racks,4,True,49,never_scanned,,0,100,7,2026-08-17T09:44:30,success,
19212770011,Egg Baskets,Home & Kitchen > Kitchen & Dining > Storage & Organization > Racks & Holders > Egg Baskets,4,True,49,never_scanned,,0,100,7,2026-08-17T09:59:59,success,
13220821,Flatware Chests,Home & Kitchen > Kitchen & Dining > Storage & Organization > Racks & Holders > Flatware Chests,4,True,49,never_scanned,,0,51,0,2026-08-17T10:00:00,success,
3744311,Kitchen Towel Hooks,Home & Kitchen > Kitchen & Dining > Storage & Organization > Racks & Holders > Kitchen Towel Hooks,4,True,49,never_scanned,,0,100,2,2026-08-17T10:00:02,success,
3744321,Mug Hooks,Home & Kitchen > Kitchen & Dining > Storage & Organization > Racks & Holders > Mug Hooks,4,True,49,never_scanned,,0,100,29,2026-08-17T10:00:03,success,
3744201,Paper Towel Holders,Home & Kitchen > Kitchen & Dining > Storage & Organization > Racks & Holders > Paper Towel Holders,4,True,49,never_scanned,,0,100,6,2026-08-17T10:00:06,success,
289824,Pot Racks,Home & Kitchen > Kitchen & Dining > Storage & Organization > Racks & Holders > Pot Racks,4,True,49,never_scanned,,0,100,9,2026-08-17T10:00:08,success,
16351531,Stemware Racks,Home & Kitchen > Kitchen & Dining > Storage & Organization > Racks & Holders > Stemware Racks,4,True,49,never_scanned,,0,100,5,2026-08-17T10:00:09,success,
3744221,Stemware Storage Cases,Home & Kitchen > Kitchen & Dining > Storage & Organization > Racks & Holders > Stemware Storage Cases,4,True,49,never_scanned,,0,100,10,2026-08-17T10:00:11,success,
3744231,Under-Sink Organizers,Home & Kitchen > Kitchen & Dining > Storage & Organization > Racks & Holders > Under-Sink Organizers,4,True,49,never_scanned,,0,100,8,2026-08-17T10:00:13,success,
21613419011,Insulated Food Jars,Home & Kitchen > Kitchen & Dining > Storage & Organization > Thermoses > Insulated Food Jars,4,True,49,never_scanned,,0,100,0,2026-08-17T10:00:15,success,
2457292011,Bento Boxes,Home & Kitchen > Kitchen & Dining > Storage & Organization > Travel & To-Go Food Containers > Bento Boxes,4,True,49,never_scanned,,0,100,18,2026-08-17T10:24:43,success,
2287321011,Lunch Bags,Home & Kitchen > Kitchen & Dining > Storage & Organization > Travel & To-Go Food Containers > Lunch Bags,4,True,49,never_scanned,,0,100,13,2026-08-17T10:24:49,success,
12900081,Lunch Boxes,Home & Kitchen > Kitchen & Dining > Storage & Organization > Travel & To-Go Food Containers > Lunch Boxes,4,True,49,never_scanned,,0,100,15,2026-08-17T10:24:51,success,
21579239011,Reusable Produce Bags,Home & Kitchen > Kitchen & Dining > Storage & Organization > Travel & To-Go Food Containers > Reusable Produce Bags,4,True,49,never_scanned,,0,100,36,2026-08-17T10:24:53,success,
678543011,Thermocoolers,Home & Kitchen > Kitchen & Dining > Storage & Organization > Travel & To-Go Food Containers > Thermocoolers,4,True,49,never_scanned,,0,100,27,2026-08-17T10:24:55,success,
3744421,Belt Racks,Home & Kitchen > Storage & Organization > Clothing & Closet Storage > Accessory Organizers > Belt Racks,4,True,49,never_scanned,,0,100,7,2026-08-17T10:24:56,success,
695478011,Hat Boxes,Home & Kitchen > Storage & Organization > Clothing & Closet Storage > Accessory Organizers > Hat Boxes,4,True,49,never_scanned,,0,100,30,2026-08-17T10:24:58,success,
3744511,Jewelry Organizers,Home & Kitchen > Storage & Organization > Clothing & Closet Storage > Accessory Organizers > Jewelry Organizers,4,True,49,never_scanned,,0,100,32,2026-08-17T10:25:00,success,
11601897011,Scarf Organizers,Home & Kitchen > Storage & Organization > Clothing & Closet Storage > Accessory Organizers > Scarf Organizers,4,True,49,never_scanned,,0,100,1,2026-08-17T10:57:06,success,
3744561,Tie Racks,Home & Kitchen > Storage & Organization > Clothing & Closet Storage > Accessory Organizers > Tie Racks,4,True,49,never_scanned,,0,100,9,2026-08-17T10:57:09,success,
303680011,Closet Rods,Home & Kitchen > Storage & Organization > Clothing & Closet Storage > Closet Rods & Shelves > Closet Rods,4,True,49,never_scanned,,0,100,52,2026-08-17T10:57:12,success,
11601909011,Closet Shelf & Rod Brackets,Home & Kitchen > Storage & Organization > Clothing & Closet Storage > Closet Rods & Shelves > Closet Shelf & Rod Brackets,4,True,49,never_scanned,,0,100,11,2026-08-17T10:57:15,success,
167326011,Closet Shelves,Home & Kitchen > Storage & Organization > Clothing & Closet Storage > Closet Rods & Shelves > Closet Shelves,4,True,49,never_scanned,,0,100,24,2026-08-17T11:25:32,success,
