source_asin,source,listing_url,product_type,relevance_score,competitor_type,product_form,material,material_evidence,detail_material,detail_evidence,pack_count,closure,style,use_case,feature_tags,asin,parent_asin,title,brand,price,monthly_sales,reviews,rating,seller_address,is_fba,variation_count,listing_date,bsr_category,main_image_url,image_file,visual_product_form,visual_material_signal,visual_pack_count,visual_closure,visual_style,visual_notes
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B076DDVRPG,DUST REMOVAL TOOL,65,keyword,brand duster refill,unknown,,unknown,,11,unknown,unknown,unknown,,B076DDVRPG,B0BZTPLR1P,"Swiffer Dusters Heavy Duty Multi-Surface Duster Refills for Cleaning, Unscented, 11 Count",Swiffer,14.94,34729.0,37610,4.7,Amazon,True,2,2017-10-18,"Feather Dusters / Category: Feather Dusters, Rank: 1",https://m.media-amazon.com/images/I/915XTLclR4L.jpg,/Users/y33/项目/Codex/2026-05-06/amz-listing/research/B0G34LYYWP/images/01_B076DDVRPG.jpg,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B07DBCDCTX,DUST REMOVAL TOOL,65,keyword,dust removal tool,unknown,,unknown,,1,unknown,unknown,unknown,,B07DBCDCTX,,"Swiffer Duster Kit with 3 ft Extendable Handle, Dusters for Cleaning, Set Includes 1 Extension Pole and 12 Heavy Duty Dusting Refills Dust Cleaner, Long Extended Wand for Ceiling Fans and Walls",Swiffer,17.09,26157,41152,4.6,,True,0,2018-06-08,"Feather Dusters / Category: Feather Dusters, Rank: 4",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B00IOW7NGK,DUST REMOVAL TOOL,65,keyword,dust removal tool,unknown,,unknown,,1,unknown,unknown,unknown,,B00IOW7NGK,,"Swiffer Dusters Starter Kit, Kit Includes 1 Handle and 5 Dusters",Swiffer,5.94,25997,7547,4.6,,True,0,2014-10-28,"Feather Dusters / Category: Feather Dusters, Rank: 2",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B001TQ6IHS,DUST REMOVAL TOOL,65,keyword,duster refill kit,unknown,,unknown,,1,unknown,unknown,unknown,,B001TQ6IHS,B0F6NMSB5B,"Swiffer Duster Kit with 3 ft Extendable Handle | Includes 1 Duster Extendable Handle (3 ft). 3 Heavy Duty Duster Refills. For Ceiling Fans, Vents, and Hard to Reach Places",Swiffer,9.94,13369.0,22342,4.5,N/A,False,1,2011-03-25,"Feather Dusters / Category: Feather Dusters, Rank: 34
Category: Sales & Deals, Rank: 1168",https://m.media-amazon.com/images/I/81oU2sYYfmL.jpg,/Users/y33/项目/Codex/2026-05-06/amz-listing/research/B0G34LYYWP/images/04_B001TQ6IHS.jpg,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B08SW8LFJQ,DUST REMOVAL TOOL,65,keyword,dust removal tool,unknown,,unknown,,1,unknown,unknown,unknown,washable,B08SW8LFJQ,,"Cobweb Duster with ExtensionPole,Dusters for Cleaning with 2 DusterHeads | Washable duster,Cobweb Duster,Corner Brush,Telescoping Pole for Ceiling Fan(Blue)",ZZ LAZYCOTTAGE,14.99,11614,7196,4.4,中国,True,0,2021-01-28,"Feather Dusters / Category: Feather Dusters, Rank: 4",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B0C6DQS74L,DUST REMOVAL TOOL,65,keyword,dust removal tool,microfiber,title:microfiber,unknown,,1,unknown,unknown,unknown,washable,B0C6DQS74L,,"IVYROLL Cobweb Duster with Extension Pole | Spider Web Brush & Ceiling Cleaning Kit, 100“ Microfiber Feather Duster Cleaner with Washable Head for Fan, Furniture, Home",IVYROLL,9.99,10047,3257,4.3,中国,True,0,2023-08-15,"Feather Dusters / Category: Feather Dusters, Rank: 8",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B0C68WLNKW,DUST REMOVAL TOOL,65,keyword,duster refill kit,unknown,,unknown,,30,unknown,unknown,unknown,,B0C68WLNKW,,"Duster Refills for Swiffer Duster, 30 Count with 1 Secure-Grip Handle",AIR U+,21.99,8244,1932,4.2,中国,True,0,2023-06-02,"Feather Dusters / Category: Feather Dusters, Rank: 15",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B0DKGZMQPR,DUST REMOVAL TOOL,65,keyword,dust removal tool,microfiber,title:microfiber,unknown,,1,unknown,unknown,unknown,reusable; washable,B0DKGZMQPR,,"DRQ Ceiling Fan Cleaner Duster with 13-48 in Extension Pole, Blue | Detachable, Washable Microfiber Brush Head Is Reusable for Ceiling Fan Blades, Walls, Bookshelves, Door Tops and Window Tops",DRQ,8.99,7841,2364,4.5,中国,True,0,2025-01-03,"Feather Dusters / Category: Feather Dusters, Rank: 6",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B0FCRFQPT7,DUST REMOVAL TOOL,65,keyword,dust removal tool,microfiber,title:microfiber,unknown,,1,unknown,unknown,unknown,,B0FCRFQPT7,,Amazon Basics 360° Heavy Duty Duster Kit with Extendable Handle and 6 Microfiber Plumes Refills for Pet Hair,Amazon Basics,13.28,7401,404,4.3,,True,0,2026-01-01,"Feather Dusters / Category: Feather Dusters, Rank: 15",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B01HK7N23M,DUST REMOVAL TOOL,65,keyword,brand duster refill,unknown,,unknown,,10,unknown,unknown,unknown,,B01HK7N23M,,"Swiffer Dusters Multi-Surface Duster Refills, Lavender Scent, 10 ct",Swiffer,9.94,7375,3895,4.8,,True,0,2016-09-10,"Feather Dusters / Category: Feather Dusters, Rank: 10
Category: Sales & Deals, Rank: 600",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B0D2DBWVGJ,DUST REMOVAL TOOL,90,direct,compatible disposable refill,unknown,,unknown,,20,unknown,unknown,unknown,,B0D2DBWVGJ,B0HCTX8KF4,"REKOPI Heavy Duty Duster Refills Compatible with Swiffer Duster, 20 Count",REKOPI,14.24,7102.0,4359,4.4,Rychan,True,2,2024-04-23,"Feather Dusters / Category: Feather Dusters, Rank: 21",https://m.media-amazon.com/images/I/51vepqwEPZL.jpg,/Users/y33/项目/Codex/2026-05-06/amz-listing/research/B0G34LYYWP/images/11_B0D2DBWVGJ.jpg,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B0GN3W1RFF,DUST REMOVAL TOOL,65,keyword,dust removal tool,unknown,,unknown,,1,unknown,unknown,unknown,,B0GN3W1RFF,,"Swiffer Duster Kit with 6 ft Super Extendable Handle, Heavy Duty Starter Kit with 8 Refills, Lemon Scent",Swiffer,17.56,6923,73,4.1,,True,0,2026-02-17,"Feather Dusters / Category: Feather Dusters, Rank: 7",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B098NRZL3Z,DUST REMOVAL TOOL,65,keyword,dust removal tool,unknown,,unknown,,1,unknown,unknown,unknown,,B098NRZL3Z,,"SetSail Extra-Long Dusters with Extension Pole 100-inch for Cleaning, Gray",SetSail,7.99,6586,5437,4.4,中国,True,0,2021-09-13,"Feather Dusters / Category: Feather Dusters, Rank: 11",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B0B6G147W6,DUST REMOVAL TOOL,65,keyword,dust removal tool,microfiber,title:microfiber,unknown,,1,unknown,unknown,unknown,,B0B6G147W6,,"Tiumso Microfiber Feather Duster 5-in-1 Kit, Dusters for Cleaning, Duster with Extension Pole 100 Inches, Cobweb Duster, Microfiber Dusters for High Ceilings and Fans, Blinds, Cars and Furniture",Tiumso,16.99,6234,1759,4.3,中国,True,0,2022-07-22,"Feather Dusters / Category: Feather Dusters, Rank: 5",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B0DKFGYJ2Z,DUST REMOVAL TOOL,90,direct,compatible disposable refill,unknown,,unknown,,1,unknown,unknown,unknown,,B0DKFGYJ2Z,B0H7BNVMDF,"Heavy Duty Duster Refills, Unscented Disposable Dusters Kit for Cleaning Dusting Furniture Blind Ceiling Fan, Multi Surface 360 Feather Duster(25) (Pack of 2)",YHOVID,15.98,5806.0,2163,4.2,YHOVID,True,4,2024-11-27,"Feather Dusters / Category: Feather Dusters, Rank: 9",https://m.media-amazon.com/images/I/71HJLVQz5BL.jpg,/Users/y33/项目/Codex/2026-05-06/amz-listing/research/B0G34LYYWP/images/15_B0DKFGYJ2Z.jpg,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B01LRMN9ZM,CLEANING AGENT,65,keyword,cleaning agent,unknown,,unknown,,1,unknown,unknown,unknown,,B01LRMN9ZM,,"HARRIS Diatomaceous Earth Powder Duster with 6 Inch Extension Nozzle, for Easier Application of DE in Home & Outdoor Lawn and Garden Use",HARRIS,9.99,5439,26698,4.4,美国,True,0,2016-09-27,"Feather Dusters / Category: Feather Dusters, Rank: 14",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B0CC1GQZ6Y,DUST REMOVAL TOOL,90,direct,compatible disposable refill,unknown,,unknown,,18,unknown,unknown,unknown,,B0CC1GQZ6Y,B0F5WVT1QP,"Duster Refills,Static Dust Removal Compatible with Swiffer for Dusting 18ct",Frescares,9.99,5133.0,2077,4.2,Zeltauto,True,3,2023-08-19,"Feather Dusters / Category: Feather Dusters, Rank: 12",https://m.media-amazon.com/images/I/61DTu3W-zYL.jpg,/Users/y33/项目/Codex/2026-05-06/amz-listing/research/B0G34LYYWP/images/17_B0CC1GQZ6Y.jpg,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B0GY1PXQKP,DUST REMOVAL TOOL,65,keyword,dust removal tool,microfiber,title:microfiber,unknown,,18,unknown,unknown,unknown,,B0GY1PXQKP,,"Dusters Refill for Cleaning, Feather & Microfiber Duster Disposable Alternative, for Dusting Furniture, Blinds, Ceiling Fans, Walls, Helps Remove Allergens, New Lemon Scent, 18ct",Swiffer,14.94,4636,89,4.0,,True,0,2026-05-12,"Feather Dusters / Category: Feather Dusters, Rank: 23",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B0DFGRZC2V,DUST REMOVAL TOOL,65,keyword,dust removal tool,unknown,,unknown,,1,unknown,unknown,unknown,,B0DFGRZC2V,,AIR U+ 6ft Extendable Duster with 20 Refills for Swiffer Dusters,AIR U+,23.99,4542,1093,4.1,中国,True,0,2024-08-28,"Feather Dusters / Category: Feather Dusters, Rank: 19",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B0BGL8QGQ4,DUST REMOVAL TOOL,65,keyword,dust removal tool,microfiber,title:microfiber,unknown,,1,unknown,unknown,unknown,washable,B0BGL8QGQ4,,Retractable Gap Dust Cleaner Cleaning Tools with 2 Microfiber Dusting Cloths Long Handle 60inches Washable and Retractable Duster Brush for Cleaning Under Appliances Furniture Couch Fridge,AURUZA,13.99,4509,5083,4.5,中国香港,True,0,2022-10-23,"Feather Dusters / Category: Feather Dusters, Rank: 19",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B07XGJQPLJ,DUST REMOVAL TOOL,65,keyword,dust removal tool,microfiber,title:microfiber,unknown,,1,unknown,unknown,unknown,,B07XGJQPLJ,,"DELUX Microfiber Feather Duster Extendable Duster with 100 inches Extra Long Pole, Bendable Head & Long Handle Dusters for Cleaning Ceiling Fan, High Ceiling, Blinds, Furniture & Cars Gray",DELUX,7.99,3976,28276,4.3,中国,True,0,2019-09-06,"Feather Dusters / Category: Feather Dusters, Rank: 23",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B0DKFDHHGD,DUST REMOVAL TOOL,65,keyword,duster refill kit,unknown,,unknown,,1,unknown,unknown,unknown,,B0DKFDHHGD,,"Heavy Duty Duster Refills, Disposable Dusters Kit for Cleaning Dusting Furniture Blind Ceiling Fan, Multi Surface 360 Feather Duster(60)+3FT Extended Handle +1 Handle",YHOVID,23.99,3852,1300,4.3,中国,True,0,2024-11-27,"Feather Dusters / Category: Feather Dusters, Rank: 19",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B08R2NR6XB,DUST REMOVAL TOOL,65,keyword,dust removal tool,microfiber,title:microfiber,unknown,,1,unknown,unknown,general kitchen storage,washable,B08R2NR6XB,,"Duster for Cleaning, 10-29“ Extension Pole, 2 Washable Heads, Yellow | Microfiber Heads, Wet Or Dry, Detachable, Hand Washable, Easy Storage, For Cars, Offices, Windows, Furniture And Ceiling Fans",TUKUOS,6.99,3661,10351,4.4,中国,True,0,2020-12-22,"Feather Dusters / Category: Feather Dusters, Rank: 22",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B0DXDRLQLF,DUST REMOVAL TOOL,65,keyword,dust removal tool,unknown,,unknown,,24,unknown,unknown,unknown,,B0DXDRLQLF,,"JOYMOOP Disposable Electrostatic Duster for Cleaning, with 2 Handles & 24 Ct Yellow Heavy Duty Refills for Swiffer Feather Duster, Household Cleaning Tool for Electronics, Dusting Furniture, Blinds",JOYMOOP,9.99,3584,108,4.4,中国,True,0,2025-05-12,"Feather Dusters / Category: Feather Dusters, Rank: 29",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B0BP1GM5DH,DUST REMOVAL TOOL,65,keyword,dust removal tool,unknown,,unknown,,1,unknown,unknown,unknown,,B0BP1GM5DH,,"VITEVER Twist-On Cobweb Duster Head Brush, Fits Standard 3/4 inch Threaded Poles, Attachment Spider Web Duster Brush for Outdoor & Indoor Cleaning",VITEVER,16.99,3484,1259,4.8,中国香港,True,0,2023-02-06,"Feather Dusters / Category: Feather Dusters, Rank: 34",,,,,,,,
B0G34LYYWP,category_top100,https://www.amazon.com/dp/B0D3DN4CKK,DUST REMOVAL TOOL,65,keyword,dust removal tool,microfiber,title:microfiber,unknown,,3,unknown,unknown,unknown,reusable; washable,B0D3DN4CKK,,"3 Pcs Fan Cleaning Brush Bendable Cobweb Duster - Microfiber Head, Washable - Ideal for Ceiling Fan Blades, Air Vents, Curtains, Cars - Reusable Dust Remover",SFIELCAPA,7.98,3402,648,3.8,中国,True,0,2024-07-03,"Feather Dusters / Category: Feather Dusters, Rank: 40",,,,,,,,
