source_asin,source,listing_url,product_type,relevance_score,competitor_type,product_form,material,material_evidence,detail_material,detail_evidence,pack_count,closure,style,use_case,feature_tags,asin,parent_asin,title,brand,price,monthly_sales,reviews,rating,seller_address,is_fba,variation_count,listing_date,bsr_category,main_image_url,image_file,visual_product_form,visual_material_signal,visual_pack_count,visual_closure,visual_style,visual_notes
B0DRN24XD6,seed,https://www.amazon.com/dp/B0DRN24XD6,ITEM CONTAINER,100,seed,electric item container,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,general kitchen storage,,B0DRN24XD6,B0DRN7F6FJ,1Pcs Wall-Mounted Storage Box Space-Saving Wall Organizer for Phone Remote Small Items Creative Hanging Storage Easy Install No Electricity Needed(White),N/A,80.0,900.0,287.0,3.9,CN,True,6.0,,"['', '']",https://m.media-amazon.com/images/I/51z3kYiCXEL.jpg,research/B0DRN24XD6/images/01_B0DRN24XD6.jpg,,,,,,
B0DRN24XD6,keyword,https://www.amazon.com/dp/B0DDPQNDWR,CADDY,32.1,keyword,caddy,wood/bamboo,detail:wood,wood/bamboo,detail:wood,1,unknown,unknown,general kitchen storage,,B0DDPQNDWR,B0DKMMY592,"3 Slot Adjustable Remote Control Holder Wall Mount, TV Remote Box Hollow Bottom Slot Easy Phone Charging, Self Adhesive Remote Holder,Wall Pen Holder Storage Accessories for Home Office School (Black)",SIBRANT,8.99,400.0,316.0,4.5,CN,True,5.0,,Supply Organizers / 1069646 / 202,https://m.media-amazon.com/images/I/61yaf-0WJbL.jpg,research/B0DRN24XD6/images/02_B0DDPQNDWR.jpg,,,,,,
B0DRN24XD6,keyword,https://www.amazon.com/dp/B0CGJJJC4M,STORAGE DRAWER,31.1,noise,combo storage drawer,plastic,detail:plastic,plastic,detail:plastic,5,unknown,unknown,general kitchen storage,,B0CGJJJC4M,B0GJ5NR49K,"Upgraded Closet Organizers and Storage, Stackable Closet Organizer Basket | 5 Pack Foldable Closet Storage Bins for Bathroom Laundry Room Wardrobe Storage, Space-Saving Clothes Drawer Organizer",SNSLXH,34.15,10000.0,4989.0,4.5,CN,True,5.0,,Closet Shelves / 167326011 / 1,https://m.media-amazon.com/images/I/71qU0gkBTYL.jpg,research/B0DRN24XD6/images/03_B0CGJJJC4M.jpg,,,,,,
B0DRN24XD6,keyword,https://www.amazon.com/dp/B0DCNHB5FT,CADDY,31.1,noise,caddy,silicone,detail:silicone,silicone,detail:silicone,4,unknown,unknown,general kitchen storage,,B0DCNHB5FT,B0H871WL6G,"XYOFUN Magnetic Remote Control Holder Wall Mount - 4 Pcs Multicolor | No Drill Self-Adhesive Organizer, For Air Conditioner & TV Remotes, Storage Caddy for Televisions Backside",XYOFUN,9.66,2000.0,1893.0,4.6,CN,True,6.0,,Supply Organizers / 1069646 / 17,https://m.media-amazon.com/images/I/61leMQm6-9L.jpg,research/B0DRN24XD6/images/04_B0DCNHB5FT.jpg,,,,,,
B0DRN24XD6,keyword,https://www.amazon.com/dp/B0D97JXLB2,CADDY,29.0,noise,caddy,plastic,detail:plastic,plastic,detail:plastic,2,unknown,unknown,general kitchen storage,,B0D97JXLB2,B0FPM7KPTS,"Aecsze 2 PCS Remote Control Holders Wall Mount, Self Adhesive TV Air Conditioner Remote Control Holder, Wall Mount Storage Box Organizer Wall Pen Holder Storage for Home Office School (Black, 2)",Aecsze,6.64,1000.0,808.0,4.7,CN,True,11.0,,Office Storage Supplies / 1069652 / 43,https://m.media-amazon.com/images/I/61im77Q+7dL.jpg,research/B0DRN24XD6/images/05_B0D97JXLB2.jpg,,,,,,
B0DRN24XD6,keyword,https://www.amazon.com/dp/B0BJZP3LH4,SHELF,28.0,noise,wall-mounted shelf,wood/bamboo,title:wood; detail:wood,paper,detail:paper,1,unknown,unknown,general kitchen storage,eco,B0BJZP3LH4,B0CP25C4XY,"RICHER HOUSE 5-Set Floating Shelves with Lip, Black Wall Mounted Wood Shelf | Display Picture Ledge Shelf, Anti-drop lip Shelf for Room Wall Decor, Bedroom Bathroom Storage Nursery Books, Easy Setup 16in",RICHER HOUSE,24.69,2000.0,4304.0,4.6,CN,True,14.0,,Floating Shelves / 3743991 / 20,https://m.media-amazon.com/images/I/61WfdJX1pLL.jpg,research/B0DRN24XD6/images/06_B0BJZP3LH4.jpg,,,,,,
B0DRN24XD6,keyword,https://www.amazon.com/dp/B0CBDF4SMK,STORAGE DRAWER,27.7,noise,combo storage drawer,plastic,detail:plastic,plastic,detail:plastic,3,lid,unknown,general kitchen storage,,B0CBDF4SMK,B0H4Q5TNPK,"Sevenblue 3-Pack 2-Tier Under Sink Organizers with Sliding Drawers | Multi-use kitchen & bathroom storage, 12.8 inch black cabinet organizer, space-saving sliding drawer design.",Sevenblue,19.94,9000.0,4844.0,4.4,CN,True,12.0,,Under-Sink Organizers / 3744231 / 6,https://m.media-amazon.com/images/I/81RYYEs+bZL.jpg,,,,,,,
B0DRN24XD6,keyword,https://www.amazon.com/dp/B0CB8B1M41,CLOTHES HANGER,27.6,noise,combo clothes hanger,plastic,detail:plastic,plastic,detail:plastic,2,unknown,unknown,unknown,,B0CB8B1M41,B0CV5124TL,"Pants Hangers with Clips,Space Saving Hanging Closet Organizer-6 Tiers Skirt Hangers with 360° Swivel Hook,Closet Organizer-Clothes Hangers- College Dorm Essentials Apartment Essentials-2 Pack",Lumigens,16.99,20000.0,7640.0,4.4,CN,True,4.0,,Pants Hangers / 16353531 / 1,https://m.media-amazon.com/images/I/71-3UVrsGhL.jpg,research/B0DRN24XD6/images/08_B0CB8B1M41.jpg,,,,,,
B0DRN24XD6,keyword,https://www.amazon.com/dp/B0BZCBJ7RL,CLOTHES HANGER,27.3,noise,combo clothes hanger,metal,title:metal; detail:metal,plastic,detail:plastic,2,unknown,unknown,unknown,,B0BZCBJ7RL,B0BVB2PV1S,"Volnamal Legging Organizer for Closet,2 Pack Metal Yoga Pants Hangers w/10 Clips Hold 20 Leggings,Space Saving Hanging Closet Organizer Clothes Hanger College Dorm Essentials Apartment Essential,Black",Volnamal,9.49,10000.0,12359.0,4.4,CN,True,24.0,,Pants Hangers / 16353531 / 3,https://m.media-amazon.com/images/I/71aytsbjg7L.jpg,research/B0DRN24XD6/images/09_B0BZCBJ7RL.jpg,,,,,,
B0DRN24XD6,keyword,https://www.amazon.com/dp/B0CJ56M8D4,CADDY,26.8,noise,wall-mounted caddy,paper,detail:paper,paper,detail:paper,6,unknown,unknown,general kitchen storage,extra large; eco,B0CJ56M8D4,B0H6SQ7QM7,"Veken Shower Caddy 6-Pack, Bathroom Organizers and Storage Shelves, Black | Advanced Rustproof Design, Large Capacity, No Drilling, Adhesive Rack with Soap Holder, Wall-Mounted Kitchen & Home Decor",Veken,17.09,20000.0,15087.0,4.6,US,True,16.0,,"Bathroom Trays, Holders, & Organizers / 13749741 / 1",https://m.media-amazon.com/images/I/717q1v8CBDL.jpg,research/B0DRN24XD6/images/10_B0CJ56M8D4.jpg,,,,,,
B0DRN24XD6,keyword,https://www.amazon.com/dp/B0BRKHCLGZ,CLOTHES HANGER,26.8,noise,combo clothes hanger,unknown,,unknown,,3,unknown,unknown,general kitchen storage,,B0BRKHCLGZ,B0CZDW9SS6,"Closet Organizers and Storage, 3 Pack Pants Hangers Space Saving | Organization and Storage, Velvet Hanger for Dorm Room for College Students Girls Boys Guys Hanging Jean Scarf",JUUBAOOPN,14.99,9000.0,3066.0,4.4,CN,True,6.0,,Pants Hangers / 16353531 / 6,https://m.media-amazon.com/images/I/71apXFP2ReL.jpg,research/B0DRN24XD6/images/11_B0BRKHCLGZ.jpg,,,,,,
