source_asin,source,listing_url,product_type,relevance_score,competitor_type,product_form,material,material_evidence,detail_material,detail_evidence,pack_count,closure,style,use_case,feature_tags,asin,parent_asin,title,brand,price,monthly_sales,reviews,rating,seller_address,is_fba,variation_count,bsr_category,main_image_url,image_file,visual_product_form,visual_material_signal,visual_pack_count,visual_closure,visual_style,visual_notes
B0FS1YH17C,seed,https://www.amazon.com/dp/B0FS1YH17C,FOOD STORAGE BAG,100,seed,beeswax bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,2,zipper,farmhouse/natural,sourdough,reusable; organic; keeps fresh; extra large,B0FS1YH17C,B0GT76P4NT,"Premium Beeswax Bread Bags for Sourdough - 2 Packs XL Reusable Organic Beeswax Linen Cotton Sourdough Bag, Homesteading Essentials Sourdough Bags with Zip to Keep Fresh Bread Bags for Homemade Bread",WiNDANCE,24.9,900.0,197.0,4.4,US,True,3.0,Reusable Produce Bags / 21579239011 / 12,https://m.media-amazon.com/images/I/61lkCChsuGL.jpg,research/B0FS1YH17C/images/01_B0FS1YH17C.jpg,beeswax bread bag,fabric/waxed-looking,2,zipper,illustrated natural,two pouches; bee/floral graphics
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0F3HKCFZS,FOOD STORAGE CONTAINER,93.3,direct,beeswax bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,2,zipper,farmhouse/natural,sourdough,reusable; organic; keeps fresh; extra large,B0F3HKCFZS,B0FDPWF94K,"Bread Bags for Homemade Bread - 2 Packs XL Reusable Organic Beeswax Linen Cotton Sourdough Bag, Homesteading Essentials Sourdough Bags with Sealing Zip to Keep Fresh",Oerdoh,22.09,1000.0,248.0,4.2,CN,True,1.0,Reusable Produce Bags / 21579239011 / 9,https://m.media-amazon.com/images/I/71jkciwD4JL.jpg,research/B0FS1YH17C/images/02_B0F3HKCFZS.jpg,beeswax bread bag,fabric/waxed-looking,1,zipper,natural/minimal,one pouch plus retail box
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0FHWFDZ39,FOOD STORAGE BAG,87.2,direct,beeswax bread bag,beeswax,title:beeswax; detail:beeswax; detail:waxed,beeswax,title:beeswax; detail:beeswax; detail:waxed,2,none stated,farmhouse/natural,sourdough,reusable; organic; keeps fresh; extra large,B0FHWFDZ39,B0FPVPZZ41,"Beeswax Sourdough Bread Bags for Homemade Bread, 2 Packs XL Reusable Organic Beeswax Linen Cotton Sourdough Bag, Keep Loaves Fresh Longer, Homesteading Essentials",Holismo,18.9,900.0,328.0,4.6,CN,True,3.0,Reusable Produce Bags / 21579239011 / 5,https://m.media-amazon.com/images/I/71REXA1mA1L.jpg,research/B0FS1YH17C/images/03_B0FHWFDZ39.jpg,,,,,,
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0FB84KH2X,FOOD STORAGE BAG,68.0,direct,beeswax bread bag,beeswax,title:beeswax; detail:beeswax; title:waxed,beeswax,title:beeswax; detail:beeswax; title:waxed,2,none stated,farmhouse/natural,sourdough,reusable; keeps fresh,B0FB84KH2X,B0FB3VYJV3,"2 PACK Beeswax Sourdough Bread Bags for Homemade Bread, Reusable Cotton Beeswax Bread Bag Portable Waxed Storage All Natural Bees Wax Linen Bag Keep Fresh,13’’×17’’, 02",PICcircuit,19.99,1000.0,100.0,4.6,CN,True,3.0,Reusable Produce Bags / 21579239011 / 6,https://m.media-amazon.com/images/I/81CEqh5NNQL.jpg,research/B0FS1YH17C/images/04_B0FB84KH2X.jpg,beeswax bread bag,fabric/waxed-looking,1 visible,rod/drawstring,patterned,single patterned hanging bag visible
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0FHH693Z4,FOOD STORAGE BAG,64.4,direct,beeswax bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,2,zipper,unknown,sourdough,keeps fresh; freezer; extra large,B0FHH693Z4,B0GLNLBLPP,"2 Pack Beeswax Bread Bags with Zipper, XL(13x17in) Sourdough Bread Storage for Homemade, Freezer Storage Bag to Keep Fresh, Cotton Beeswax Container, Baguette Bag with Liner Kitchen Baking (Off-White)",honiitaa,23.99,800.0,222.0,4.4,CN,True,4.0,Food Storage / 9768326011 / 563,https://m.media-amazon.com/images/I/71HlDpQUT+L.jpg,research/B0FS1YH17C/images/05_B0FHH693Z4.jpg,beeswax bread bag,fabric/waxed-looking,2,zipper/clip,natural line art,two bags with bread line art
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0F3V3S7WG,FOOD STORAGE BAG,64.3,direct,beeswax bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,2,none stated,farmhouse/natural,sourdough,reusable; keeps fresh; extra large,B0F3V3S7WG,B0FH96SC1Z,"2 Pack Beeswax Bread Bags for Sourdough Homemade Bread, XL Cotton Lining Sourdough Reusable Natural Beeswax Bread Storage Bag, Keep Fresh and Upgraded Large Capacity Portable-17 x 12.6 Inches",Jasiboona,12.99,2000.0,847.0,4.4,CN,True,2.0,Reusable Produce Bags / 21579239011 / 2,https://m.media-amazon.com/images/I/81nNh3ulIvL._AC_SL1500_.jpg,research/B0FS1YH17C/images/06_B0F3V3S7WG.jpg,beeswax bread bag,fabric/waxed-looking,1 visible,zipper,orange illustrated,one bag plus packaging box
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0DF4XW71Q,FOOD STORAGE BAG,61.7,direct,beeswax bread bag,beeswax,title:beeswax; detail:beeswax; title:waxed,beeswax,title:beeswax; detail:beeswax; title:waxed,2,none stated,farmhouse/natural,sourdough,reusable; keeps fresh; freezer; extra large; eco,B0DF4XW71Q,B0DKT87YSQ,"2 Pack Beeswax Bread Bags for Homemade, Reusable Bread Bag for Sourdough, XL-Reusable Waxed Linen Food Storage Bag to Keep Sourdough Fresh, Freezer-Safe, Eco-Friendly (Orange&Grey)",LDJRCP,16.04,1000.0,677.0,4.3,CN,True,5.0,Containers / 21551234011 / 20,https://m.media-amazon.com/images/I/71R9vJhw3VL.jpg,research/B0FS1YH17C/images/07_B0DF4XW71Q.jpg,beeswax bread bag,fabric/waxed-looking,2,zipper/clip,solid color printed,gray and orange pair
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0GBX8GD6Q,FOOD STORAGE BAG,60.8,direct,beeswax bread bag,beeswax,title:beeswax; detail:beeswax; title:waxed,beeswax,title:beeswax; detail:beeswax; title:waxed,2,none stated,farmhouse/natural,sourdough,reusable; organic; extra large,B0GBX8GD6Q,B0H1CXZSVW,"2 Pack Beeswax Bread Bags for Sourdough Homemade Bread, XL Reusable Bread Storage Bag, Organic Waxed Line and Linen Fabric Bread Bag for Home Bakers, Picnics Work or Gift-Giving",LDJRCP,23.74,500.0,301.0,4.4,CN,True,6.0,Individual Household Food Containers / 21551234011 / 54,https://m.media-amazon.com/images/I/71z+6qndEJL.jpg,research/B0FS1YH17C/images/08_B0GBX8GD6Q.jpg,beeswax bread bag,fabric/waxed-looking,2,zipper/roll top,illustrated bread,two upright pouches with bread graphics
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0GXFSW65C,FOOD STORAGE BAG,60.7,direct,beeswax bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,2,zipper,farmhouse/natural,sourdough,reusable; organic; keeps fresh; extra large,B0GXFSW65C,B0GXFWT3VP,"Bread Bag, Beeswax Infused Cotton Bread Bag for Homemade Sourdough, Organic Beeswax Linen, Large Capacity, Keep Fresh, Environmentally Friendly and Reusable, L-Shaped Zipper (2pcs)",ORVIX BEESWAX,33.99,50.0,3.0,5.0,CN,True,2.0,Take Out Bags / 5016476011 / 226,https://m.media-amazon.com/images/I/51nW+X1rXkL._AC_SL1500_.jpg,research/B0FS1YH17C/images/09_B0GXFSW65C.jpg,,,,,,
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0GJ31CVMH,FOOD STORAGE BAG,60.0,direct,beeswax bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,2,none stated,patterned,sourdough,reusable; organic; keeps fresh; extra large,B0GJ31CVMH,B0GJ3DXKT3,"jomddems 2 Pack beeswax bread bag,sourdough bread bags for homemade bread,reusable Extra Large Organic Cotton Bread Storage Bag Keeps Fresh Longer (Bread print color)",Jomddems,21.99,50.0,25.0,4.5,CN,True,2.0,Reusable Produce Bags / 21579239011 / 299,https://m.media-amazon.com/images/I/81X-xQn7udL._AC_SL1500_.jpg,research/B0FS1YH17C/images/10_B0GJ31CVMH.jpg,,,,,,
